weather,temperature,pollution,Facilities
,,,31125
,,,7888818
,,,55776
,,,956160
,,,123360825
2.0,11.666666666666666,118.0,362898078
,,,4961574
,,,60590
,,,2801084
,,,94883940
,,,833984
,,,23535765
,,,328680
,,,365532
,,,253814
,,,7890312
,,,16198280
,,,14255250
,,,6259860
2.0,12.0,118.0,371296765
2.0,11.0,118.0,35028324
,,,5384874
,,,1071364
,,,30642687
2.0,11.0,118.0,74655070
,,,3487743
,,,73621
,,,952010
,,,192975
,,,409024
,,,562989
,,,194469
,,,832656
2.0,11.0,118.0,71318912
,,,1000980
,,,336565
,,,581000
,,,223436
,,,21525552
,,,102256
,,,37599
,,,36188
,,,33722900
,,,612955
2.0,11.5,118.0,205479703
,,,49219
,,,171810
2.0,11.0,118.0,1777323156
,,,17596
,,,224515
,,,606564
,,,25730
,,,98604
,,,969108
,,,145167
,,,50796
,,,29880
,,,267426
,,,2988
,,,1483874
,,,833652
2.0,11.0,118.0,126101568
,,,3778907
,,,11645398
,,,55776
,,,1168640
,,,125710555
,,,334048440
,,,5329098
,,,60590
,,,3565016
,,,105426600
,,,833984
2.0,11.0,118.0,27814995
,,,410850
,,,243688
,,,380721
,,,8354448
2.0,12.0,118.0,16436490
,,,16536090
,,,3999355
2.0,12.0,118.0,391829305
,,,30880233
,,,7098243
,,,841786
,,,23654004
,,,84165270
,,,2657328
,,,73621
,,,666407
,,,257300
,,,715792
,,,965124
,,,324115
,,,569712
,,,73502144
,,,600588
,,,471191
,,,415000
,,,223436
,,,19283307
,,,255640
,,,37599
,,,72376
,,,34218825
,,,350260
2.0,12.0,118.0,204042782
,,,147657
,,,229080
2.0,12.0,118.0,1773982323
,,,17596
,,,224515
,,,454923
,,,25730
,,,484554
,,,48389
,,,101592
,,,89142
,,,2988
,,,1059910
,,,182434
,,,833652
2.0,12.0,118.0,105846912
,,,4465981
,,,31125
,,,11081911
,,,55776
3.0,12.0,118.0,531200
,,,138634070
3.0,12.0,118.0,420597354
,,,5880384
,,,30295
,,,4074304
,,,110697930
,,,521240
2.0,12.0,118.0,20112381
,,,164340
,,,121844
,,,634535
,,,8586516
,,,15245440
,,,17391405
,,,5738205
3.0,12.0,118.0,314832280
,,,31802031
,,,4405806
,,,459156
,,,25804368
3.0,12.0,118.0,93675470
,,,2159079
,,,147242
,,,476005
,,,920304
,,,562989
,,,842699
,,,1095600
2.0,12.0,118.0,76413120
,,,1000980
,,,403878
,,,207500
,,,55859
,,,25561593
,,,51128
3.0,12.0,118.0,31739200
,,,262695
,,,224159676
,,,49219
,,,57270
2.5,12.0,118.0,1770641490
,,,17596
,,,359224
,,,454923
,,,38595
,,,197208
,,,969108
,,,48389
,,,50796
,,,267426
,,,635946
,,,555768
3.0,11.0,118.0,108460416
,,,3778907
,,,12021056
,,,956160
,,,85765145
,,,344677254
,,,4777812
,,,30295
,,,2291796
,,,99276715
,,,416992
3.0,11.0,118.0,23963688
,,,28884
,,,657360
,,,243688
,,,253814
,,,13924080
,,,16912910
,,,15395670
,,,6433745
3.0,11.0,118.0,373007810
,,,28114839
,,,6853476
,,,1071364
3.0,11.0,118.0,30105096
,,,84165270
3.0,11.0,118.0,2325162
,,,73621
,,,476005
,,,64325
,,,306768
,,,1125978
,,,194469
,,,525888
3.0,11.0,118.0,77140864
,,,900882
,,,942382
,,,332000
,,,279295
,,,17937960
,,,51128
,,,18094
2.0,11.0,118.0,36202525
,,,262695
,,,193984335
,,,98438
3.0,11.0,118.0,2158178118
,,,17596
,,,134709
,,,758205
,,,115785
,,,98604
,,,1615180
,,,48389
,,,152388
,,,29880
,,,178284
,,,2119820
,,,273651
,,,972594
2.0,11.0,118.0,131981952
,,,5496592
,,,13899346
,,,139440
,,,743680
,,,102213255
2.0,11.0,118.0,314309214
,,,3675240
,,,30295
,,,4074304
,,,99276715
,,,521240
,,,18400689
,,,575190
,,,634535
,,,8122380
,,,15483650
,,,16250985
,,,6085975
,,,383274080
,,,27193041
,,,5140107
,,,1224416
2.0,11.0,118.0,27417141
2.0,11.0,118.0,86542820
,,,830415
,,,476005
,,,511280
,,,482562
,,,518584
,,,306768
,,,85146048
,,,1101078
,,,269252
,,,373500
,,,223436
,,,22422450
,,,51128
,,,37599
,,,36188
,,,37690300
,,,262695
,,,163808994
,,,49219
,,,114540
2.0,11.0,118.0,2017863132
,,,17596
,,,314321
,,,303282
,,,38595
,,,164340
,,,1292144
,,,145167
,,,178284
,,,2988
,,,1271892
,,,182434
,,,972594
,,,135248832
,,,2748296
,,,93375
,,,11269740
,,,83664
,,,1062400
,,,95164065
2.0,11.0,118.0,314309214
,,,5880384
,,,5856812
2.0,11.0,118.0,99276715
,,,416992
,,,26103303
,,,328680
,,,243688
,,,253814
,,,8818584
,,,15960070
,,,14825460
,,,7824825
2.0,11.0,118.0,330231685
,,,25810344
,,,5629641
,,,765260
,,,30105096
,,,86067310
,,,1826913
,,,476005
,,,64325
,,,613536
2.0,11.0,118.0,1125978
,,,518584
,,,482064
,,,87329280
,,,500490
,,,269252
,,,373500
,,,335154
,,,25113144
,,,36188
,,,41161775
,,,612955
,,,195421256
,,,147657
,,,57270
2.0,11.0,118.0,1810731486
,,,35192
,,,269418
,,,303282
,,,77190
,,,197208
,,,484554
,,,96778
,,,50796
,,,89142
,,,847928
,,,91217
,,,833652
,,,107153664
,,,4809518
,,,9954937
,,,55776
2.0,11.0,131.0,1274880
,,,106912715
2.0,11.0,131.0,338603646
,,,6615432
,,,60590
,,,3819660
,,,114212150
,,,938232
,,,20968227
,,,57768
,,,493020
,,,121844
,,,380721
,,,7194108
,,,12386920
,,,19387140
,,,6085975
2.0,11.0,131.0,376429900
,,,18896859
,,,4895340
,,,994838
,,,25804368
,,,71326500
,,,2325162
,,,147242
,,,666407
,,,2010675
,,,259292
,,,569712
,,,59675008
,,,1101078
,,,201939
,,,249000
,,,335154
,,,17041062
,,,51128
,,,33226975
,,,262695
,,,205479703
2.0,11.0,131.0,1947705639
,,,17596
,,,89806
,,,151641
,,,51460
,,,65736
,,,1938216
,,,48389
,,,253980
,,,29880
,,,267426
,,,847928
,,,364868
,,,416826
3.0,11.0,131.0,150929856
,,,2404759
,,,11833227
,,,83664
,,,1062400
,,,97513795
,,,294569988
,,,4777812
,,,60590
,,,2037152
,,,90491165
,,,416992
,,,16688997
,,,82170
,,,126907
,,,9050652
,,,12863340
,,,15680775
,,,5042665
,,,362741540
,,,29036637
,,,4650573
,,,765260
,,,27954732
,,,71802010
,,,2823411
,,,220863
4.0,11.0,131.0,476005
,,,321625
,,,102256
,,,1367259
,,,324115
,,,525888
,,,85146048
,,,500490
,,,471191
,,,539500
,,,279295
,,,20180205
,,,18094
,,,37194375
,,,262695
,,,206916624
4.0,11.0,131.0,1697143164
,,,89806
,,,606564
,,,38595
,,,65736
,,,1292144
,,,96778
,,,203184
,,,89142
,,,1483874
,,,972594
4.0,11.0,131.0,141782592
,,,4122444
,,,31125
,,,7888818
,,,1381120
,,,85765145
4.0,11.0,131.0,318864420
,,,4777812
,,,90885
,,,2291796
,,,91369720
,,,938232
,,,13693536
,,,410850
,,,121844
,,,634535
,,,7658244
4.0,11.0,131.0,15483650
,,,16250985
,,,5912090
,,,345631090
,,,28114839
,,,4650573
,,,918312
,,,31717869
,,,77032620
,,,2159079
,,,147242
,,,476005
,,,192975
,,,613536
,,,884697
,,,388938
,,,525888
,,,81507328
,,,1101078
,,,201939
,,,622500
,,,167577
4.0,11.0,131.0,17937960
,,,38682150
,,,437825
,,,206916624
,,,49219
,,,2084679792
,,,35192
,,,134709
,,,606564
,,,25730
,,,32868
,,,1615180
,,,48389
,,,50796
,,,89640
,,,178284
,,,1271892
,,,972594
,,,112380672
,,,4122444
,,,8640134
,,,1593600
,,,72841630
4.0,11.0,131.0,282422772
,,,5696622
,,,4583592
4.0,11.0,131.0,89612610
,,,416992
,,,11981844
,,,657360
,,,243688
,,,253814
4.0,11.0,131.0,7658244
,,,13101550
,,,16536090
4.0,11.0,131.0,6607630
,,,306277055
,,,24427647
,,,2692437
4.0,11.0,131.0,994838
,,,25266777
,,,60865280
,,,1162581
,,,73621
,,,190402
,,,192975
,,,920304
4.0,11.0,131.0,482562
,,,259292
,,,394416
,,,70591168
,,,1401372
,,,201939
,,,207500
,,,446872
,,,16592613
,,,51128
,,,36188
,,,32235125
,,,437825
4.0,11.0,131.0,179615125
,,,49219
4.0,11.0,131.0,1974432303
,,,35192
,,,314321
,,,151641
,,,12865
,,,32868
,,,969108
,,,193556
,,,101592
,,,29880
,,,178284
,,,73704
,,,847928
,,,91217
,,,138942
4.0,11.0,131.0,94739520
,,,2404759
,,,4507896
,,,55776
,,,1062400
4.0,11.0,131.0,83415415
,,,250536330
,,,5145336
,,,30295
,,,4074304
4.0,11.0,131.0,52713300
,,,833984
,,,12409767
,,,739530
,,,243688
,,,1015256
,,,7194108
,,,9290190
,,,14540355
,,,6607630
,,,287455560
,,,26732142
,,,4161039
,,,459156
,,,26879550
,,,56110180
,,,996498
,,,73621
,,,476005
,,,64325
,,,306768
,,,402135
,,,388938
,,,482064
4.0,11.0,131.0,48031104
,,,900882
,,,538504
,,,290500
4.0,11.0,131.0,335154
,,,14798817
,,,51128
,,,18094
,,,28763650
,,,175130
,,,163808994
,,,49219
,,,57270
4.0,11.0,131.0,1486670685
,,,89806
,,,606564
,,,65736
,,,1453662
,,,48389
,,,253980
,,,178284
,,,1271892
,,,277884
4.0,11.0,131.0,71217984
,,,3435370
,,,8076647
,,,531200
,,,69317035
,,,233833908
,,,3675240
,,,3310372
,,,57106075
,,,625488
,,,13265613
,,,246510
,,,121844
,,,253814
,,,5337564
,,,11910500
,,,12829725
,,,6259860
4.0,11.0,131.0,227568985
,,,18896859
,,,4650573
,,,765260
,,,22041231
,,,52781610
,,,1992996
,,,147242
,,,476005
,,,128650
,,,409024
,,,402135
,,,259292
,,,306768
,,,53853056
,,,400392
4.0,11.0,131.0,807756
,,,166000
,,,279295
4.0,11.0,131.0,18386409
,,,24300325
,,,350260
,,,160935152
,,,57270
,,,1556828178
,,,35192
,,,134709
,,,303282
,,,98604
,,,1938216
,,,50796
,,,59760
,,,89142
,,,635946
,,,91217
,,,694710
,,,82325376
,,,1030611
,,,9391450
,,,27888
,,,318720
,,,64617575
,,,188281848
,,,2940192
,,,30295
,,,3055728
,,,77312840
,,,208496
,,,11125998
,,,410850
,,,253814
,,,5569632
,,,9528400
,,,9123360
4.0,10.0,146.0,5216550
,,,248101525
,,,14287869
,,,3181971
,,,459156
,,,18815685
4.0,11.0,146.0,48977530
,,,3155577
,,,666407
,,,64325
,,,715792
,,,402135
,,,388938
,,,350592
4.0,11.0,146.0,42209152
,,,1101078
,,,1077008
,,,124500
,,,55859
,,,17937960
,,,18094
,,,20828850
,,,437825
4.0,10.333333333333334,146.0,135070574
,,,49219
,,,57270
,,,1316288202
,,,454923
,,,65736
,,,969108
,,,48389
,,,152388
,,,178284
,,,635946
,,,91217
,,,833652
,,,75138240
,,,3435370
,,,6574015
,,,55776
,,,637440
,,,69317035
4.0,10.0,146.0,201947466
,,,3859002
,,,60590
,,,2546440
,,,73798620
,,,416992
,,,14977305
,,,246510
,,,365532
,,,253814
,,,6033768
,,,9766610
,,,7697835
4.0,10.0,146.0,5216550
4.0,10.0,146.0,229280030
4.0,10.0,146.0,12905172
,,,1958136
,,,306104
,,,10751820
,,,51355080
,,,996498
,,,190402
,,,257300
,,,306768
,,,160854
,,,194469
,,,262944
,,,58947264
4.0,10.0,146.0,700686
,,,740443
,,,166000
,,,55859
,,,15247266
,,,30747350
,,,525390
,,,103458312
,,,171810
,,,1202699880
,,,89806
,,,606564
,,,25730
,,,32868
,,,646072
,,,241945
,,,101592
,,,29880
,,,178284
,,,1059910
,,,833652
4.0,10.0,146.0,47043072
,,,3091833
,,,3380922
,,,424960
,,,69317035
,,,147284994
,,,3123954
,,,60590
,,,1018576
,,,59741740
,,,521240
4.0,10.0,146.0,16688997
,,,575190
,,,253814
,,,5337564
,,,8337350
,,,6842520
,,,3825470
,,,198481220
,,,14287869
,,,5384874
,,,459156
,,,13977366
4.0,10.0,146.0,52781610
,,,498249
,,,285603
,,,64325
,,,511280
,,,388938
,,,350592
,,,48031104
,,,500490
,,,942382
,,,83000
,,,111718
,,,13005021
,,,18094
4.0,10.0,146.0,16861450
,,,175130
4.0,10.0,146.0,112079838
,,,246095
4.0,10.0,146.0,1115838222
,,,17596
,,,89806
,,,151641
,,,51460
,,,32868
,,,1130626
,,,48389
,,,29880
,,,267426
,,,1271892
,,,694710
,,,50963328
,,,1717685
,,,31125
,,,2817435
,,,424960
,,,57568385
4.0,10.333333333333334,146.0,163987416
,,,2572668
,,,30295
,,,1273220
4.0,11.0,146.0,51834745
,,,208496
,,,8558460
,,,246510
,,,634535
,,,5337564
,,,7622720
,,,5416995
,,,6259860
4.0,10.0,146.0,213880625
,,,14748768
,,,4405806
,,,612208
,,,18815685
,,,45173450
,,,830415
,,,128650
,,,204512
,,,80427
,,,129646
,,,219120
,,,34203968
,,,800784
,,,740443
,,,290500
,,,111718
,,,13005021
,,,15373675
,,,437825
,,,139381337
,,,98438
,,,1049021562
,,,17596
,,,134709
,,,303282
,,,51460
,,,807590
,,,48389
,,,50796
,,,89142
,,,423964
,,,694710
4.0,11.0,146.0,59457216
,,,2748296
,,,2253948
,,,27888
,,,318720
,,,58743250
,,,154877004
,,,3123954
,,,3310372
,,,47441970
,,,521240
,,,17544843
,,,246510
,,,126907
4.0,11.0,146.0,6729972
,,,4525990
,,,5702100
,,,3651585
,,,229280030
4.0,10.0,146.0,23044950
,,,4405806
,,,306104
,,,17202912
,,,29006110
,,,1826913
,,,285603
,,,511280
,,,160854
,,,324115
,,,175296
,,,38570432
,,,500490
4.0,10.0,146.0,1077008
,,,166000
,,,111718
,,,13005021
4.0,11.0,146.0,17357375
,,,437825
,,,145129021
,,,948796572
,,,44903
,,,303282
,,,38595
,,,646072
,,,89142
,,,2988
,,,1059910
,,,91217
,,,416826
,,,42469440
,,,1030611
,,,5822699
,,,27888
,,,212480
,,,76366225
,,,138174582
,,,1653858
,,,2291796
4.0,10.0,146.0,50956190
,,,208496
,,,11125998
,,,246510
,,,121844
,,,3016884
,,,5240620
,,,6557415
,,,6433745
,,,181370770
,,,17975061
,,,2692437
,,,535682
,,,25266777
,,,32334680
,,,664332
,,,220863
,,,306768
,,,241281
,,,129646
,,,175296
,,,37842688
,,,500490
,,,1009695
,,,111718
4.0,10.0,146.0,9865878
,,,51128
,,,18094
,,,13885900
,,,350260
4.0,10.0,146.0,93399865
,,,98438
,,,57270
,,,895343244
4.0,10.0,146.0,179612
,,,606564
,,,51460
,,,646072
,,,89142
,,,423964
,,,416826
,,,33975552
,,,2061222
,,,2441777
,,,212480
,,,59918115
,,,118435356
,,,2205144
,,,2546440
,,,41292085
,,,729736
,,,13265613
,,,164340
,,,121844
,,,126907
,,,3945156
,,,4525990
,,,6272310
,,,5216550
,,,193348085
,,,12905172
,,,2692437
,,,306104
,,,23116413
,,,22348970
,,,830415
,,,294484
,,,190402
,,,128650
,,,80427
,,,87648
,,,42936896
,,,600588
,,,403878
,,,41500
,,,167577
,,,10314327
,,,18094
,,,19837000
,,,612955
,,,90526023
,,,57270
,,,1102474890
,,,89806
,,,303282
,,,25730
,,,65736
,,,101592
,,,267426
,,,555768
,,,32015424
,,,1030611
,,,3944409
,,,743680
,,,43470005
4.0,10.0,151.0,110843346
,,,2021382
,,,1018576
,,,45684860
,,,104248
,,,7702614
,,,657360
,,,4409292
,,,3573150
,,,5131890
,,,4173240
,,,171104500
,,,15209667
,,,2692437
,,,382630
,,,33330642
,,,22824480
,,,664332
,,,147242
,,,476005
,,,204512
,,,402135
,,,388938
,,,87648
,,,19649088
,,,200196
,,,336565
,,,41500
4.0,10.0,151.0,8968980
,,,11902200
,,,350260
4.0,10.0,151.0,86215260
4.0,10.0,151.0,922069908
,,,52788
,,,77190
,,,161518
4.0,10.0,151.0,48389
,,,50796
,,,178284
,,,211982
,,,416826
,,,36589056
,,,1030611
,,,2066119
,,,531200
,,,56393520
,,,127545768
4.0,10.0,151.0,2205144
,,,2037152
,,,43927750
,,,208496
,,,8130537
,,,246510
,,,121844
,,,126907
,,,3713088
,,,4049570
,,,5131890
,,,3825470
,,,270345110
,,,12444273
,,,3181971
,,,229578
,,,20966049
,,,19495910
,,,996498
,,,220863
,,,190402
,,,64325
,,,204512
,,,160854
,,,518584
,,,131472
,,,31292992
,,,200196
,,,673130
,,,166000
,,,10762776
,,,18094
,,,17357375
,,,175130
4.0,10.0,151.0,64661445
,,,98438
,,,57270
,,,998909067
,,,17596
,,,134709
,,,909846
,,,38595
,,,323036
,,,101592
,,,635946
,,,91217
,,,416826
,,,24828288
,,,1030611
,,,2441777
,,,318720
,,,69317035
,,,130582572
,,,1837620
,,,30295
,,,1273220
,,,37777865
4.0,10.0,151.0,11981844
,,,14442
,,,328680
,,,126907
,,,1624476
,,,1905680
,,,3991470
,,,4521010
,,,196770175
,,,13826970
4.0,10.0,151.0,5140107
,,,76526
,,,16127730
,,,19495910
,,,664332
,,,380804
,,,128650
,,,80427
,,,194469
,,,175296
,,,28382016
,,,100098
,,,942382
,,,41500
4.0,10.0,151.0,13005021
,,,10414425
,,,175130
,,,90526023
,,,246095
,,,57270
4.0,10.0,151.0,955478238
,,,89806
,,,303282
,,,90055
,,,48389
,,,50796
,,,211982
,,,416826
,,,37895808
,,,2253948
,,,424960
,,,51694060
,,,98696130
,,,735048
,,,1527864
,,,37777865
,,,521240
,,,2995461
,,,164340
,,,121844
,,,126907
,,,3016884
,,,3573150
,,,3136155
,,,2434390
,,,153994050
,,,6452586
,,,2937204
,,,26341959
,,,25677540
,,,498249
,,,95201
,,,102256
,,,80427
,,,131472
,,,25471040
,,,100098
,,,605817
,,,55859
,,,8968980
,,,10910350
,,,262695
4.0,10.0,151.0,126449048
,,,114540
,,,808481586
,,,134709
,,,303282
,,,167245
,,,50796
,,,29880
,,,211982
,,,277884
,,,16334400
,,,2404759
,,,2441777
,,,212480
,,,57568385
4.0,10.0,151.0,72883296
,,,1653858
,,,509288
,,,40413530
,,,208496
,,,5990922
,,,82170
,,,121844
,,,507628
,,,2784816
,,,2858520
,,,3136155
,,,3651585
,,,148860915
,,,9678879
,,,2937204
,,,535682
,,,32255460
,,,18069380
,,,166083
,,,73621
,,,511280
,,,80427
,,,131472
,,,13827136
,,,269252
,,,111718
,,,13901919
,,,51128
,,,8926650
4.0,10.0,151.0,89089102
4.0,10.0,151.0,838549083
,,,134709
,,,303282
,,,38595
,,,161518
,,,89142
,,,847928
,,,91217
,,,555768
,,,21561408
,,,1717685
,,,3005264
,,,212480
4.0,10.0,147.0,50519195
,,,68328090
,,,1470096
,,,1273220
,,,42170640
,,,521240
,,,7274691
,,,243688
,,,126907
,,,3945156
,,,1429260
,,,1995735
,,,3999355
4.0,10.0,147.0,160838230
,,,12444273
,,,3426738
,,,76526
,,,23654004
,,,20446930
,,,1992996
,,,73621
,,,95201
,,,257300
,,,102256
,,,80427
,,,129646
,,,13099392
,,,200196
,,,538504
,,,111718
,,,9865878
,,,9422575
,,,77593734
,,,701574930
,,,89806
,,,303282
,,,51460
,,,161518
,,,50796
,,,211982
,,,555768
,,,27441792
,,,687074
,,,93375
,,,3380922
,,,531200
,,,34071085
,,,78956904
,,,1653858
,,,763932
,,,24599540
,,,208496
,,,7274691
,,,121844
,,,2320680
,,,1905680
,,,2565945
,,,2086620
,,,164260320
,,,6452586
,,,3671505
,,,229578
,,,11827002
,,,14740810
4.0,10.0,147.0,332166
,,,571206
,,,87648
,,,16738112
,,,200196
,,,403878
,,,41500
,,,8072082
,,,7438875
,,,76156813
,,,57270
4.0,10.0,147.0,587986608
,,,224515
,,,454923
,,,38595
,,,48389
,,,89142
,,,211982
,,,182434
,,,138942
,,,16334400
,,,1374148
,,,3756580
,,,49344330
,,,72883296
,,,2572668
,,,509288
,,,38656420
,,,729736
,,,4279230
,,,164340
,,,2784816
,,,1191050
,,,1995735
,,,2608275
,,,150571960
,,,7835283
,,,3916272
,,,153052
,,,15052548
,,,10936730
,,,830415
,,,73621
,,,571206
,,,102256
,,,80427
,,,194469
,,,43824
,,,11643904
,,,134626
,,,55859
,,,12556572
,,,7438875
,,,175130
,,,56039919
,,,801799920
,,,17596
,,,151641
,,,38595
,,,32868
,,,161518
,,,48389
,,,89142
,,,211982
,,,694710
4.0,10.0,147.0,23521536
,,,31125
4.0,10.0,147.0,5447041
,,,424960
,,,39945410
,,,68328090
,,,918810
,,,763932
,,,21963875
,,,104248
,,,2139615
,,,82170
,,,253814
,,,3713088
,,,714630
,,,285105
,,,1564965
,,,119773150
,,,7374384
,,,1958136
,,,153052
,,,14514957
,,,19020400
,,,498249
,,,95201
,,,306768
,,,388938
,,,87648
,,,13099392
,,,100098
,,,269252
,,,55859
,,,4484490
,,,3471475
,,,175130
,,,53166077
,,,147657
4.0,10.0,147.0,521169948
,,,151641
,,,161518
,,,211982
,,,182434
,,,277884
,,,26135040
,,,1030611
4.0,10.0,147.0,2253948
,,,27888
,,,49344330
,,,48588864
,,,2388906
,,,1018576
,,,19328210
,,,1711692
,,,246510
,,,126907
,,,1624476
,,,1191050
,,,2280840
,,,1738850
,,,119773150
,,,3226293
,,,734301
,,,153052
,,,18278094
,,,19971420
,,,332166
,,,285603
,,,306768
,,,80427
,,,129646
,,,87648
,,,14554880
,,,100098
,,,134626
,,,111718
,,,5381388
,,,8926650
,,,43107630
,,,49219
,,,377514129
,,,89806
,,,151641
,,,323036
,,,267426
,,,423964
,,,26788416
,,,343537
,,,1878290
,,,106240
,,,30546490
,,,48588864
,,,1102572
,,,509288
4.0,10.0,147.0,19328210
,,,208496
4.0,10.0,147.0,5135076
,,,82170
,,,243688
,,,253814
,,,2784816
,,,952840
,,,1710630
,,,1043310
,,,121484195
,,,10139778
,,,1468602
,,,229578
,,,9676638
,,,14265300
,,,332166
,,,73621
,,,190402
,,,128650
,,,204512
,,,43824
,,,7277440
,,,200196
,,,67313
,,,55859
,,,2242245
,,,9918500
4.0,10.0,147.0,48855314
,,,49219
,,,417604125
,,,151641
,,,25730
,,,484554
,,,356568
,,,555768
,,,22868160
,,,343537
,,,1878290
,,,106240
,,,50519195
,,,39478452
,,,1286334
,,,1527864
,,,9664105
,,,5135076
,,,164340
,,,121844
,,,126907
,,,1160340
,,,1191050
,,,3421260
,,,2260505
,,,102662700
,,,8757081
,,,489534
,,,229578
,,,8601456
,,,13789790
,,,498249
,,,306768
,,,80427
,,,64823
,,,7277440
4.0,10.0,161.0,300294
,,,269252
,,,279295
,,,5829837
,,,3471475
,,,175130
,,,35923025
,,,98438
4.0,10.0,161.0,497784117
,,,44903
,,,151641
,,,484554
,,,89142
,,,423964
,,,17641152
,,,687074
,,,62250
,,,563487
,,,48169465
4.0,10.0,161.0,77438502
,,,735048
,,,763932
,,,18449655
,,,3423384
,,,164340
,,,126907
,,,464136
,,,476420
,,,2851050
,,,1391080
,,,100951655
,,,5069889
,,,489534
,,,153052
,,,8063865
,,,15216320
,,,166083
,,,190402
,,,64325
,,,204512
,,,64823
,,,43824
,,,10916160
,,,403878
,,,223436
,,,5381388
,,,991850
,,,37359946
,,,246095
,,,171810
,,,387536628
,,,44903
,,,151641
,,,161518
,,,273651
,,,138942
,,,15681024
,,,343537
,,,62250
,,,1314803
,,,106240
4.0,10.0,161.0,44644870
,,,88067316
,,,551286
,,,763932
,,,13178325
,,,104248
,,,4279230
,,,126907
,,,2088612
,,,1191050
,,,2280840
,,,1912735
4.0,10.0,161.0,85552250
,,,4148091
,,,979068
,,,153052
,,,8063865
,,,6657140
,,,166083
,,,285603
,,,11643904
,,,269252
,,,223436
,,,4036041
,,,4959250
,,,175130
,,,28738420
,,,297334137
,,,454923
,,,89142
,,,635946
,,,138942
,,,11107392
,,,62250
,,,1126974
,,,27888
,,,106240
,,,27021895
,,,39478452
,,,367524
,,,763932
,,,17571100
,,,521240
,,,3851307
,,,82170
,,,2088612
,,,1429260
,,,1710630
,,,1391080
,,,124906285
,,,2765394
,,,1958136
,,,11289411
,,,10461220
,,,7277440
,,,279295
,,,3587592
,,,2975550
,,,87565
,,,37359946
4.0,10.0,161.0,267266640
,,,303282
,,,161518
,,,8493888
,,,31125
,,,751316
,,,212480
,,,30546490
,,,44033658
,,,183762
,,,1782508
,,,20206765
,,,2995461
,,,164340
,,,1624476
,,,2143890
,,,1710630
,,,869425
,,,78708070
,,,4148091
4.0,10.0,161.0,734301
,,,229578
,,,5375910
,,,9034690
,,,498249
,,,102256
,,,160854
,,,1455488
,,,100098
,,,223436
,,,4036041
,,,3967400
,,,47418393
,,,304015803
,,,151641
,,,7840512
,,,687074
,,,939145
,,,106240
,,,37595680
,,,36441648
,,,918810
,,,2291796
,,,10542660
,,,104248
,,,2995461
,,,328680
,,,253814
,,,1160340
,,,238210
,,,570210
,,,695540
,,,63308665
,,,3226293
,,,1713369
,,,76526
,,,4300728
4.0,10.0,161.0,9034690
,,,190402
,,,160854
,,,7277440
,,,1345347
4.0,10.0,161.0,2479625
,,,41670709
4.0,10.0,161.0,317379135
,,,151641
,,,65736
,,,211982
,,,138942
,,,4573632
4.0,10.0,155.0,563487
,,,212480
,,,42295140
,,,53144070
,,,735048
,,,254644
,,,14935435
,,,855846
,,,82170
,,,253814
,,,928272
,,,238210
,,,855315
,,,1564965
,,,66730755
,,,3687192
,,,1223835
,,,76526
,,,4838319
,,,5706120
,,,102256
,,,43824
,,,7277440
,,,41500
,,,55859
,,,2690694
,,,2975550
,,,21553815
,,,203790813
,,,89142
,,,833652
,,,7187136
,,,343537
,,,563487
,,,41120275
,,,34923246
,,,367524
,,,254644
,,,7906995
,,,855846
,,,696204
,,,952840
,,,285105
,,,869425
4.0,10.0,155.0,78708070
,,,3687192
,,,1223835
,,,4300728
,,,3804080
,,,166083
,,,190402
,,,64325
,,,6549696
,,,41500
,,,55859
,,,3139143
4.0,10.0,155.0,2479625
,,,38796867
,,,267266640
,,,484554
,,,5880384
,,,563487
,,,29371625
,,,27331236
,,,183762
,,,11421215
,,,104248
,,,2995461
,,,634535
,,,464136
,,,952840
,,,1140420
,,,1391080
4.0,10.0,155.0,78708070
,,,2765394
,,,734301
,,,153052
,,,4300728
,,,4279590
,,,830415
,,,102256
,,,5821952
,,,200196
,,,2690694
,,,1983700
,,,87565
4.0,10.0,155.0,17243052
,,,49219
,,,183745815
,,,44903
,,,151641
,,,9800640
,,,1126974
,,,106240
,,,27021895
,,,31886442
,,,763932
,,,6149885
,,,208496
,,,1711692
,,,928272
,,,1191050
,,,869425
4.0,10.0,155.0,58175530
,,,4148091
,,,244767
,,,153052
,,,3225546
,,,5706120
,,,95201
,,,409024
,,,43824
,,,5094208
,,,41500
,,,2242245
,,,3967400
,,,87565
,,,14369210
,,,177064149
,,,151641
,,,211982
,,,5227008
,,,751316
,,,106240
,,,34071085
,,,9110412
,,,183762
,,,509288
,,,5271330
,,,2995461
,,,1160340
,,,285105
,,,347770
,,,35931945
,,,1382697
,,,489534
,,,5375910
,,,3328570
,,,332166
,,,95201
,,,102256
,,,43824
,,,1455488
,,,41500
,,,1793796
,,,1983700
,,,87565
,,,25864578
,,,49219
,,,120269988
,,,44903
,,,161518
,,,6533760
,,,687074
,,,375658
,,,27021895
4.0,10.0,155.0,22776030
,,,183762
,,,254644
,,,4392775
,,,2139615
,,,243688
,,,928272
,,,285105
,,,61597620
,,,2304495
,,,2687955
,,,1902040
,,,95201
,,,43824
,,,2910976
,,,41500
,,,87565
,,,22990736
,,,203790813
,,,44903
,,,4573632
,,,31125
,,,1126974
,,,23497300
,,,15184020
,,,10542660
,,,208496
,,,2139615
,,,232068
,,,238210
,,,855315
,,,521655
